geography,segment,timestamp,value
'00','total',2024-03-12 00:00:00,15925.389357720414
'00','total',2024-03-12 01:00:00,15793.282477785133
'00','total',2024-03-12 02:00:00,15689.673169436819
'00','total',2024-03-12 03:00:00,15702.739764619742
'00','total',2024-03-12 04:00:00,15976.803186240475
'00','total',2024-03-12 05:00:00,16520.894047378428
'00','total',2024-03-12 06:00:00,17818.189163425388
'00','total',2024-03-12 07:00:00,18815.429367257024
'00','total',2024-03-12 08:00:00,19176.812991105362
'00','total',2024-03-12 09:00:00,19210.276998344725
'00','total',2024-03-12 10:00:00,19195.678620673472
'00','total',2024-03-12 11:00:00,18957.8914937696
'00','total',2024-03-12 12:00:00,18756.35396505884
'00','total',2024-03-12 13:00:00,18688.21216377239
'00','total',2024-03-12 14:00:00,18466.663223453375
'00','total',2024-03-12 15:00:00,18286.30366641285
'00','total',2024-03-12 16:00:00,17928.589974794926
'00','total',2024-03-12 17:00:00,17909.288171375705
'00','total',2024-03-12 18:00:00,17860.022953335792
'00','total',2024-03-12 19:00:00,17535.36583739187
'00','total',2024-03-12 20:00:00,17141.116965358888
'00','total',2024-03-12 21:00:00,16641.840679529025
'00','total',2024-03-12 22:00:00,16152.853126926671
'00','total',2024-03-12 23:00:00,15787.626280325512
'00','total',2024-03-13 00:00:00,15903.991436886152
'00','total',2024-03-13 01:00:00,15760.891917320258
'00','total',2024-03-13 02:00:00,15680.618094412637
'00','total',2024-03-13 03:00:00,15738.208923170952
'00','total',2024-03-13 04:00:00,16008.078354063911
'00','total',2024-03-13 05:00:00,16619.090696418916
'00','total',2024-03-13 06:00:00,18016.955983039745
'00','total',2024-03-13 07:00:00,19190.516429579042
'00','total',2024-03-13 08:00:00,19524.276045188548
'00','total',2024-03-13 09:00:00,19589.515826986386
'00','total',2024-03-13 10:00:00,19656.43327535103
'00','total',2024-03-13 11:00:00,19560.723452118407
'00','total',2024-03-13 12:00:00,19390.219417168126
'00','total',2024-03-13 13:00:00,19194.053565978465
'00','total',2024-03-13 14:00:00,19065.299054241714
'00','total',2024-03-13 15:00:00,18851.366662859404
'00','total',2024-03-13 16:00:00,18257.8174330252
'00','total',2024-03-13 17:00:00,18102.62979709256
'00','total',2024-03-13 18:00:00,18050.122205669475
'00','total',2024-03-13 19:00:00,17737.574680284368
'00','total',2024-03-13 20:00:00,17325.764068624827
'00','total',2024-03-13 21:00:00,16834.73134214389
'00','total',2024-03-13 22:00:00,16286.86333199634
'00','total',2024-03-13 23:00:00,15913.458629826755
'00','total',2024-03-14 00:00:00,15617.788091401237
'00','total',2024-03-14 01:00:00,15481.705665161227
'00','total',2024-03-14 02:00:00,15401.751227083625
'00','total',2024-03-14 03:00:00,15355.728817746314
'00','total',2024-03-14 04:00:00,15617.84639586727
'00','total',2024-03-14 05:00:00,16247.247745436254
'00','total',2024-03-14 06:00:00,17564.991944589554
'00','total',2024-03-14 07:00:00,18717.624632093197
'00','total',2024-03-14 08:00:00,19120.1123635775
'00','total',2024-03-14 09:00:00,19153.28322865609
'00','total',2024-03-14 10:00:00,19194.868247094142
'00','total',2024-03-14 11:00:00,19092.472020327234
'00','total',2024-03-14 12:00:00,18905.84710477894
'00','total',2024-03-14 13:00:00,18786.903164894924
'00','total',2024-03-14 14:00:00,18610.011735047574
'00','total',2024-03-14 15:00:00,18581.63530958426
'00','total',2024-03-14 16:00:00,18098.835781560403
'00','total',2024-03-14 17:00:00,18024.7790189029
'00','total',2024-03-14 18:00:00,18023.58444999061
'00','total',2024-03-14 19:00:00,17878.545077925417
'00','total',2024-03-14 20:00:00,17430.08018497963
'00','total',2024-03-14 21:00:00,17067.18928602853
'00','total',2024-03-14 22:00:00,16566.308628674087
'00','total',2024-03-14 23:00:00,16196.015612264293
'00','total',2024-03-15 00:00:00,15851.403437965102
'00','total',2024-03-15 01:00:00,15655.901204675383
'00','total',2024-03-15 02:00:00,15619.97443258331
'00','total',2024-03-15 03:00:00,15654.181050689445
'00','total',2024-03-15 04:00:00,15923.142525706411
'00','total',2024-03-15 05:00:00,16674.10800866613
'00','total',2024-03-15 06:00:00,18212.88415285884
'00','total',2024-03-15 07:00:00,19540.467749249277
'00','total',2024-03-15 08:00:00,19910.594464049842
'00','total',2024-03-15 09:00:00,19895.844627612776
'00','total',2024-03-15 10:00:00,19839.014716872352
'00','total',2024-03-15 11:00:00,19649.657369379358
'00','total',2024-03-15 12:00:00,19441.353051930808
'00','total',2024-03-15 13:00:00,19301.421511452914
'00','total',2024-03-15 14:00:00,19115.797314792115
'00','total',2024-03-15 15:00:00,18975.57885579044
'00','total',2024-03-15 16:00:00,18353.03964238403
'00','total',2024-03-15 17:00:00,18169.96715938502
'00','total',2024-03-15 18:00:00,18196.550368313703
'00','total',2024-03-15 19:00:00,17883.562515060705
'00','total',2024-03-15 20:00:00,17462.581573452146
'00','total',2024-03-15 21:00:00,16999.34354804004
'00','total',2024-03-15 22:00:00,16421.427609828814
'00','total',2024-03-15 23:00:00,16039.687834717692
'00','total',2024-03-16 00:00:00,15705.203715500937
'00','total',2024-03-16 01:00:00,15542.751424656617
'00','total',2024-03-16 02:00:00,15458.262657785055
'00','total',2024-03-16 03:00:00,15499.030006551973
'00','total',2024-03-16 04:00:00,15793.003569439741
'00','total',2024-03-16 05:00:00,16562.202816150293
'00','total',2024-03-16 06:00:00,18256.724135305587
'00','total',2024-03-16 07:00:00,19662.91657127287
'00','total',2024-03-16 08:00:00,20006.440074551912
'00','total',2024-03-16 09:00:00,19981.971409015026
'00','total',2024-03-16 10:00:00,19822.20752807869
'00','total',2024-03-16 11:00:00,19573.169505878035
'00','total',2024-03-16 12:00:00,19418.177072714137
'00','total',2024-03-16 13:00:00,19252.39461693327
'00','total',2024-03-16 14:00:00,19100.77269306714
'00','total',2024-03-16 15:00:00,18973.99008238182
'00','total',2024-03-16 16:00:00,18422.431071340427
'00','total',2024-03-16 17:00:00,18290.450015798415
'00','total',2024-03-16 18:00:00,18266.35595634343
'00','total',2024-03-16 19:00:00,18118.440662544104
'00','total',2024-03-16 20:00:00,17696.586357781376
'00','total',2024-03-16 21:00:00,17147.43479658235
'00','total',2024-03-16 22:00:00,16542.927688072166
'00','total',2024-03-16 23:00:00,16105.141076076477
'00','total',2024-03-17 00:00:00,15661.193586666746
'00','total',2024-03-17 01:00:00,15455.064765712958
'00','total',2024-03-17 02:00:00,15367.216615843168
'00','total',2024-03-17 03:00:00,15394.111381838175
'00','total',2024-03-17 04:00:00,15687.96791328142
'00','total',2024-03-17 05:00:00,16399.96356304043
'00','total',2024-03-17 06:00:00,18041.105342304218
'00','total',2024-03-17 07:00:00,19527.477745492895
'00','total',2024-03-17 08:00:00,19931.87011475945
'00','total',2024-03-17 09:00:00,19913.831579358866
'00','total',2024-03-17 10:00:00,19821.899479374046
'00','total',2024-03-17 11:00:00,19652.1142508944
'00','total',2024-03-17 12:00:00,19511.390187334116
'00','total',2024-03-17 13:00:00,19434.42586035961
'00','total',2024-03-17 14:00:00,19246.64087619355
'00','total',2024-03-17 15:00:00,19090.045824341087
'00','total',2024-03-17 16:00:00,18511.259676041187
'00','total',2024-03-17 17:00:00,18248.99580532279
'00','total',2024-03-17 18:00:00,18107.061363054385
'00','total',2024-03-17 19:00:00,17847.19051450108
'00','total',2024-03-17 20:00:00,17313.573425912236
'00','total',2024-03-17 21:00:00,16862.93135668114
'00','total',2024-03-17 22:00:00,16272.66945825218
'00','total',2024-03-17 23:00:00,15873.483118034212
'00','total',2024-03-18 00:00:00,15473.9525225111
'00','total',2024-03-18 01:00:00,15228.213291516546
'00','total',2024-03-18 02:00:00,15190.99571841854
'00','total',2024-03-18 03:00:00,15130.999140939695
'00','total',2024-03-18 04:00:00,15399.77584155403
'00','total',2024-03-18 05:00:00,16108.67028268477
'00','total',2024-03-18 06:00:00,17805.235047065835
'00','total',2024-03-18 07:00:00,19333.670973155102
'00','total',2024-03-18 08:00:00,19824.7749164045
'00','total',2024-03-18 09:00:00,19947.927396521216
'00','total',2024-03-18 10:00:00,19955.710222569913
'00','total',2024-03-18 11:00:00,19762.92811963352
'00','total',2024-03-18 12:00:00,19548.25480440347
'00','total',2024-03-18 13:00:00,19415.139669185835
'00','total',2024-03-18 14:00:00,19270.33004158321
'00','total',2024-03-18 15:00:00,18994.84910572005
'00','total',2024-03-18 16:00:00,18315.860874402042
'00','total',2024-03-18 17:00:00,18006.689750266924
'00','total',2024-03-18 18:00:00,17915.543465124134
'00','total',2024-03-18 19:00:00,17688.702182559136
'00','total',2024-03-18 20:00:00,17285.437141055954
'00','total',2024-03-18 21:00:00,16866.141383520782
'00','total',2024-03-18 22:00:00,16287.131119468164
'00','total',2024-03-18 23:00:00,15843.389643739834
'00','total',2024-03-19 00:00:00,15473.02714803623
'00','total',2024-03-19 01:00:00,15317.913647631549
'00','total',2024-03-19 02:00:00,15190.296762912496
'00','total',2024-03-19 03:00:00,15205.499476902529
'00','total',2024-03-19 04:00:00,15551.306337305192
'00','total',2024-03-19 05:00:00,16182.013170262748
'00','total',2024-03-19 06:00:00,17459.148264969717
'00','total',2024-03-19 07:00:00,18522.882294464816
'00','total',2024-03-19 08:00:00,18754.909517726534
'00','total',2024-03-19 09:00:00,18749.916179756114
'00','total',2024-03-19 10:00:00,18712.78398102776
'00','total',2024-03-19 11:00:00,18633.532683789028
'00','total',2024-03-19 12:00:00,18446.45835026021
'00','total',2024-03-19 13:00:00,18241.750460579737
'00','total',2024-03-19 14:00:00,17985.091485974724
'00','total',2024-03-19 15:00:00,17821.85760938097
'00','total',2024-03-19 16:00:00,17333.446375957836
'00','total',2024-03-19 17:00:00,17221.825259206682
'00','total',2024-03-19 18:00:00,17253.913975028237
'00','total',2024-03-19 19:00:00,17122.19995677924
'00','total',2024-03-19 20:00:00,16718.710893395917
'00','total',2024-03-19 21:00:00,16321.397266920058
'00','total',2024-03-19 22:00:00,15894.142521300635
'00','total',2024-03-19 23:00:00,15439.571842069165
'00','total',2024-03-20 00:00:00,15117.119737722365
'00','total',2024-03-20 01:00:00,14949.126694515422
'00','total',2024-03-20 02:00:00,14863.102177039453
'00','total',2024-03-20 03:00:00,14819.191149466336
'00','total',2024-03-20 04:00:00,15042.312767853933
'00','total',2024-03-20 05:00:00,15592.705724485673
'00','total',2024-03-20 06:00:00,16883.343601516237
'00','total',2024-03-20 07:00:00,18065.690985699224
'00','total',2024-03-20 08:00:00,18496.348134251344
'00','total',2024-03-20 09:00:00,18564.217807311572
'00','total',2024-03-20 10:00:00,18528.941646036663
'00','total',2024-03-20 11:00:00,18445.861324009926
'00','total',2024-03-20 12:00:00,18334.39790400874
'00','total',2024-03-20 13:00:00,18156.755218121507
'00','total',2024-03-20 14:00:00,17845.098800734944
'00','total',2024-03-20 15:00:00,17662.347195634407
'00','total',2024-03-20 16:00:00,17108.282792502992
'00','total',2024-03-20 17:00:00,17009.523530154973
'00','total',2024-03-20 18:00:00,17075.29451740922
'00','total',2024-03-20 19:00:00,17000.969701681348
'00','total',2024-03-20 20:00:00,16622.125779958893
'00','total',2024-03-20 21:00:00,16216.266461809362
'00','total',2024-03-20 22:00:00,15744.85260205558
'00','total',2024-03-20 23:00:00,15343.594437372893
'00','total',2024-03-21 00:00:00,15135.337506546088
'00','total',2024-03-21 01:00:00,14969.72098110422
'00','total',2024-03-21 02:00:00,14949.982823816354
'00','total',2024-03-21 03:00:00,14985.50957335945
'00','total',2024-03-21 04:00:00,15245.136472937016
'00','total',2024-03-21 05:00:00,15757.431797797368
'00','total',2024-03-21 06:00:00,16986.967759609986
'00','total',2024-03-21 07:00:00,18108.438441164926
'00','total',2024-03-21 08:00:00,18333.30135736412
'00','total',2024-03-21 09:00:00,18321.728332165894
'00','total',2024-03-21 10:00:00,18262.61459259695
'00','total',2024-03-21 11:00:00,18170.48571691011
'00','total',2024-03-21 12:00:00,18061.000411958255
'00','total',2024-03-21 13:00:00,17931.026362860543
'00','total',2024-03-21 14:00:00,17839.874587474584
'00','total',2024-03-21 15:00:00,17789.731578356026
'00','total',2024-03-21 16:00:00,17285.582828759703
'00','total',2024-03-21 17:00:00,17129.95802551876
'00','total',2024-03-21 18:00:00,17267.456022762515
'00','total',2024-03-21 19:00:00,17156.773907127215
'00','total',2024-03-21 20:00:00,16808.74507120366
'00','total',2024-03-21 21:00:00,16423.074577284322
'00','total',2024-03-21 22:00:00,15984.632589048506
'00','total',2024-03-21 23:00:00,15604.589322462292
'00','total',2024-03-22 00:00:00,15293.54408689059
'00','total',2024-03-22 01:00:00,15078.299608888829
'00','total',2024-03-22 02:00:00,14990.918078651155
'00','total',2024-03-22 03:00:00,15057.146801844085
'00','total',2024-03-22 04:00:00,15360.029607789345
'00','total',2024-03-22 05:00:00,16079.56873499336
'00','total',2024-03-22 06:00:00,17610.923742190782
'00','total',2024-03-22 07:00:00,18946.620121049513
'00','total',2024-03-22 08:00:00,19226.085540818527
'00','total',2024-03-22 09:00:00,19180.652125011766
'00','total',2024-03-22 10:00:00,19121.574966491255
'00','total',2024-03-22 11:00:00,18862.092046623544
'00','total',2024-03-22 12:00:00,18724.656734975648
'00','total',2024-03-22 13:00:00,18619.41234402415
'00','total',2024-03-22 14:00:00,18394.690931767793
'00','total',2024-03-22 15:00:00,18210.64203018532
'00','total',2024-03-22 16:00:00,17623.927564203514
'00','total',2024-03-22 17:00:00,17406.2188802537
'00','total',2024-03-22 18:00:00,17370.889513233404
'00','total',2024-03-22 19:00:00,17276.807475555146
'00','total',2024-03-22 20:00:00,16761.127417369382
'00','total',2024-03-22 21:00:00,16325.468278260532
'00','total',2024-03-22 22:00:00,15774.052862447179
'00','total',2024-03-22 23:00:00,15310.78806835209
'00','total',2024-03-23 00:00:00,15000.399064439514
'00','total',2024-03-23 01:00:00,14814.889818727186
'00','total',2024-03-23 02:00:00,14723.222776241297
'00','total',2024-03-23 03:00:00,14768.297272088159
'00','total',2024-03-23 04:00:00,15095.049826518409
'00','total',2024-03-23 05:00:00,15692.900670678564
'00','total',2024-03-23 06:00:00,17291.74533982301
'00','total',2024-03-23 07:00:00,18697.627885397
'00','total',2024-03-23 08:00:00,19028.008003004565
'00','total',2024-03-23 09:00:00,19108.06094995926
'00','total',2024-03-23 10:00:00,19073.83176492195
'00','total',2024-03-23 11:00:00,18768.259382399287
'00','total',2024-03-23 12:00:00,18545.873084724848
'00','total',2024-03-23 13:00:00,18530.711552296423
'00','total',2024-03-23 14:00:00,18352.28228088466
'00','total',2024-03-23 15:00:00,18211.0855508704
'00','total',2024-03-23 16:00:00,17518.0956704551
'00','total',2024-03-23 17:00:00,17334.292750750206
'00','total',2024-03-23 18:00:00,17264.888825249323
'00','total',2024-03-23 19:00:00,17225.747734654196
'00','total',2024-03-23 20:00:00,16796.971177029147
'00','total',2024-03-23 21:00:00,16451.73342235519
'00','total',2024-03-23 22:00:00,15896.210303017993
'00','total',2024-03-23 23:00:00,15358.144038881981
'00','total',2024-03-24 00:00:00,15006.391868106735
'00','total',2024-03-24 01:00:00,14781.53872009403
'00','total',2024-03-24 02:00:00,14678.114398940828
'00','total',2024-03-24 03:00:00,14675.481206701186
'00','total',2024-03-24 04:00:00,14952.378069588638
'00','total',2024-03-24 05:00:00,15625.614573723315
'00','total',2024-03-24 06:00:00,17135.189160775528
'00','total',2024-03-24 07:00:00,18512.58464135253
'00','total',2024-03-24 08:00:00,18859.942162179574
'00','total',2024-03-24 09:00:00,18950.451189629366
'00','total',2024-03-24 10:00:00,18939.583847291935
'00','total',2024-03-24 11:00:00,18841.481802835755
'00','total',2024-03-24 12:00:00,18653.341624914483
'00','total',2024-03-24 13:00:00,18504.143473361102
'00','total',2024-03-24 14:00:00,18377.62483993321
'00','total',2024-03-24 15:00:00,18042.137068819153
'00','total',2024-03-24 16:00:00,17478.79174672128
'00','total',2024-03-24 17:00:00,17196.77529943888
'00','total',2024-03-24 18:00:00,17109.186388609876
'00','total',2024-03-24 19:00:00,17000.181750982632
'00','total',2024-03-24 20:00:00,16625.645353233773
'00','total',2024-03-24 21:00:00,16165.80685219058
'00','total',2024-03-24 22:00:00,15683.540978674775
'00','total',2024-03-24 23:00:00,15226.676010296063
'00','total',2024-03-25 00:00:00,14959.479676188661
'00','total',2024-03-25 01:00:00,14758.42350811594
'00','total',2024-03-25 02:00:00,14745.484486017489
'00','total',2024-03-25 03:00:00,14748.329932604602
'00','total',2024-03-25 04:00:00,15053.020459891668
'00','total',2024-03-25 05:00:00,15668.60826844942
'00','total',2024-03-25 06:00:00,17230.8276643183
'00','total',2024-03-25 07:00:00,18675.26052092986
'00','total',2024-03-25 08:00:00,19166.477139207418
'00','total',2024-03-25 09:00:00,19186.647856932395
'00','total',2024-03-25 10:00:00,19185.695923409734
'00','total',2024-03-25 11:00:00,19001.713733925404
'00','total',2024-03-25 12:00:00,18870.45629588641
'00','total',2024-03-25 13:00:00,18668.12054072331
'00','total',2024-03-25 14:00:00,18402.398862716585
'00','total',2024-03-25 15:00:00,18171.6905262224
'00','total',2024-03-25 16:00:00,17537.79552240166
'00','total',2024-03-25 17:00:00,17243.889194260006
'00','total',2024-03-25 18:00:00,17173.9143355589
'00','total',2024-03-25 19:00:00,17072.281681705696
'00','total',2024-03-25 20:00:00,16681.1306818777
'00','total',2024-03-25 21:00:00,16202.985065785602
'00','total',2024-03-25 22:00:00,15722.03673320742
'00','total',2024-03-25 23:00:00,15235.702058175986
'00','total',2024-03-26 00:00:00,14903.41916718308
'00','total',2024-03-26 01:00:00,14781.317106539853
'00','total',2024-03-26 02:00:00,14695.28249322082
'00','total',2024-03-26 03:00:00,14780.494451191807
'00','total',2024-03-26 04:00:00,15094.445200850345
'00','total',2024-03-26 05:00:00,15720.90468604503
'00','total',2024-03-26 06:00:00,17004.179636503475
'00','total',2024-03-26 07:00:00,18140.463383659935
'00','total',2024-03-26 08:00:00,18481.284761989704
'00','total',2024-03-26 09:00:00,18440.41156428735
'00','total',2024-03-26 10:00:00,18411.6494216598
'00','total',2024-03-26 11:00:00,18295.41133802877
'00','total',2024-03-26 12:00:00,18111.650421986637
'00','total',2024-03-26 13:00:00,17989.401295156
'00','total',2024-03-26 14:00:00,17833.198038928684
'00','total',2024-03-26 15:00:00,17644.10209404832
'00','total',2024-03-26 16:00:00,17171.57571063263
'00','total',2024-03-26 17:00:00,16933.37251985172
'00','total',2024-03-26 18:00:00,16991.311414258973
'00','total',2024-03-26 19:00:00,16935.534861740092
'00','total',2024-03-26 20:00:00,16654.409454518944
'00','total',2024-03-26 21:00:00,16280.213922543773
'00','total',2024-03-26 22:00:00,15873.46309082591
'00','total',2024-03-26 23:00:00,15440.836223211154
'00','total',2024-03-27 00:00:00,15191.13766511669
'00','total',2024-03-27 01:00:00,14994.013455877355
'00','total',2024-03-27 02:00:00,14957.659102777343
'00','total',2024-03-27 03:00:00,15076.44702612473
'00','total',2024-03-27 04:00:00,15396.05237691595
'00','total',2024-03-27 05:00:00,16200.943050273943
'00','total',2024-03-27 06:00:00,17290.729100373224
'00','total',2024-03-27 07:00:00,18171.763399214477
'00','total',2024-03-27 08:00:00,18435.383202949455
'00','total',2024-03-27 09:00:00,18491.202593640417
'00','total',2024-03-27 10:00:00,18410.231559774293
'00','total',2024-03-27 11:00:00,18308.653219851876
'00','total',2024-03-27 12:00:00,18231.185459556767
'00','total',2024-03-27 13:00:00,18068.285992898884
'00','total',2024-03-27 14:00:00,17708.38267739887
'00','total',2024-03-27 15:00:00,17340.883807112667
'00','total',2024-03-27 16:00:00,16891.21001039473
'00','total',2024-03-27 17:00:00,16707.49871794172
'00','total',2024-03-27 18:00:00,16803.008163570237
'00','total',2024-03-27 19:00:00,16747.981369512705
'00','total',2024-03-27 20:00:00,16349.28553477548
'00','total',2024-03-27 21:00:00,15947.38381458606
'00','total',2024-03-27 22:00:00,15544.93449749841
'00','total',2024-03-27 23:00:00,15264.615574339672
'00','total',2024-03-28 00:00:00,14938.010295307467
'00','total',2024-03-28 01:00:00,14807.8565620944
'00','total',2024-03-28 02:00:00,14731.405414309538
'00','total',2024-03-28 03:00:00,14923.139990793812
'00','total',2024-03-28 04:00:00,15389.816638594071
'00','total',2024-03-28 05:00:00,16467.225407964706
'00','total',2024-03-28 06:00:00,17601.229923526655
'00','total',2024-03-28 07:00:00,18265.176277781575
'00','total',2024-03-28 08:00:00,18354.508549251364
'00','total',2024-03-28 09:00:00,18411.886273302516
'00','total',2024-03-28 10:00:00,18374.68480773866
'00','total',2024-03-28 11:00:00,18239.38095299015
'00','total',2024-03-28 12:00:00,18157.589913800894
'00','total',2024-03-28 13:00:00,18026.50417707769
'00','total',2024-03-28 14:00:00,17908.881386571127
'00','total',2024-03-28 15:00:00,17541.256137293938
'00','total',2024-03-28 16:00:00,17156.248034567663
'00','total',2024-03-28 17:00:00,16973.274420835813
'00','total',2024-03-28 18:00:00,16989.040042936038
'00','total',2024-03-28 19:00:00,16907.418091156273
'00','total',2024-03-28 20:00:00,16554.59486960837
'00','total',2024-03-28 21:00:00,16098.155468601279
'00','total',2024-03-28 22:00:00,15667.633417246998
'00','total',2024-03-28 23:00:00,15200.795482553835
'00','total',2024-03-29 00:00:00,14976.216637587284
'00','total',2024-03-29 01:00:00,14999.57395947093
'00','total',2024-03-29 02:00:00,14990.626684363688
'00','total',2024-03-29 03:00:00,15262.69754711927
'00','total',2024-03-29 04:00:00,15828.688868496847
'00','total',2024-03-29 05:00:00,17163.74475723773
'00','total',2024-03-29 06:00:00,18600.771122130125
'00','total',2024-03-29 07:00:00,19353.365342031164
'00','total',2024-03-29 08:00:00,19399.221463197697
'00','total',2024-03-29 09:00:00,19327.70667489355
'00','total',2024-03-29 10:00:00,19234.37171086741
'00','total',2024-03-29 11:00:00,19066.646338281473
'00','total',2024-03-29 12:00:00,19019.931862321817
'00','total',2024-03-29 13:00:00,18806.11828315491
'00','total',2024-03-29 14:00:00,18547.652726002434
'00','total',2024-03-29 15:00:00,17950.62708027049
'00','total',2024-03-29 16:00:00,17498.64941616501
'00','total',2024-03-29 17:00:00,17166.833275255845
'00','total',2024-03-29 18:00:00,17110.029272655425
'00','total',2024-03-29 19:00:00,17001.07348568335
'00','total',2024-03-29 20:00:00,16604.35297379614
'00','total',2024-03-29 21:00:00,16188.742768695829
'00','total',2024-03-29 22:00:00,15766.715387519745
'00','total',2024-03-29 23:00:00,15286.699233746627
'00','total',2024-03-30 00:00:00,15046.032570211792
'00','total',2024-03-30 01:00:00,14958.585768489058
'00','total',2024-03-30 02:00:00,15014.44871348927
'00','total',2024-03-30 03:00:00,15272.344935437959
'00','total',2024-03-30 04:00:00,16027.594585637726
'00','total',2024-03-30 05:00:00,17699.59022244052
'00','total',2024-03-30 06:00:00,19136.356961273115
'00','total',2024-03-30 07:00:00,19561.397817849676
'00','total',2024-03-30 08:00:00,19519.63839330154
'00','total',2024-03-30 09:00:00,19472.232306919163
'00','total',2024-03-30 10:00:00,19358.112952218245
'00','total',2024-03-30 11:00:00,19251.023146777607
'00','total',2024-03-30 12:00:00,19218.830207395353
'00','total',2024-03-30 13:00:00,19010.404915966414
'00','total',2024-03-30 14:00:00,18748.475746143697
'00','total',2024-03-30 15:00:00,18002.53218310598
'00','total',2024-03-30 16:00:00,17519.822803782034
'00','total',2024-03-30 17:00:00,17225.57644501469
'00','total',2024-03-30 18:00:00,17273.43635141904
'00','total',2024-03-30 19:00:00,17177.197275000126
'00','total',2024-03-30 20:00:00,16738.42028859594
'00','total',2024-03-30 21:00:00,16124.049640626074
'00','total',2024-03-30 22:00:00,15607.600221164255
'00','total',2024-03-30 23:00:00,15204.06424136045
'00','total',2024-03-31 00:00:00,15012.369533041621
'00','total',2024-03-31 01:00:00,14895.506581263127
'00','total',2024-03-31 02:00:00,14897.369791317122
'00','total',2024-03-31 03:00:00,15193.64606350751
'00','total',2024-03-31 04:00:00,15912.368791289375
'00','total',2024-03-31 05:00:00,17504.08977018532
'00','total',2024-03-31 06:00:00,18843.725403734035
'00','total',2024-03-31 07:00:00,19176.61597593601
'00','total',2024-03-31 08:00:00,19050.396925872454
'00','total',2024-03-31 09:00:00,18972.950985893774
'00','total',2024-03-31 10:00:00,18741.103695896563
'00','total',2024-03-31 11:00:00,18565.071045728142
'00','total',2024-03-31 12:00:00,18419.69114995427
'00','total',2024-03-31 13:00:00,18137.224024722804
'00','total',2024-03-31 14:00:00,17932.37270657971
'00','total',2024-03-31 15:00:00,17316.52484637233
'00','total',2024-03-31 16:00:00,16920.20349783093
'00','total',2024-03-31 17:00:00,16665.75932784849
'00','total',2024-03-31 18:00:00,16745.38089759795
'00','total',2024-03-31 19:00:00,16888.877597121464
'00','total',2024-03-31 20:00:00,16471.322566180654
'00','total',2024-03-31 21:00:00,15960.415803177368
'00','total',2024-03-31 22:00:00,15598.108015088896
'00','total',2024-03-31 23:00:00,15164.941232963945
'00','total',2024-04-01 00:00:00,15239.72145072601
'00','total',2024-04-01 01:00:00,15108.344969152038
'00','total',2024-04-01 02:00:00,15132.050978027
'00','total',2024-04-01 03:00:00,15317.977146124209
'00','total',2024-04-01 04:00:00,15779.867563252337
'00','total',2024-04-01 05:00:00,16805.765506820746
'00','total',2024-04-01 06:00:00,17913.94984152096
'00','total',2024-04-01 07:00:00,18474.795231627515
'00','total',2024-04-01 08:00:00,18567.665922356216
'00','total',2024-04-01 09:00:00,18499.902723248677
'00','total',2024-04-01 10:00:00,18370.219194442307
'00','total',2024-04-01 11:00:00,18091.366640739623
'00','total',2024-04-01 12:00:00,17800.695553559293
'00','total',2024-04-01 13:00:00,17552.173376357834
'00','total',2024-04-01 14:00:00,17291.949506748708
'00','total',2024-04-01 15:00:00,16946.83426895749
'00','total',2024-04-01 16:00:00,16716.103098321382
'00','total',2024-04-01 17:00:00,16471.28781716289
'00','total',2024-04-01 18:00:00,16378.119844216051
'00','total',2024-04-01 19:00:00,16252.879034499225
'00','total',2024-04-01 20:00:00,15869.205674099701
'00','total',2024-04-01 21:00:00,15382.205458039645
'00','total',2024-04-01 22:00:00,15021.742706787485
'00','total',2024-04-01 23:00:00,14695.252193697039
'00','total',2024-04-02 00:00:00,15622.795362001383
'00','total',2024-04-02 01:00:00,15438.808451320814
'00','total',2024-04-02 02:00:00,15345.339818404627
'00','total',2024-04-02 03:00:00,15515.804834237226
'00','total',2024-04-02 04:00:00,15826.72114801574
'00','total',2024-04-02 05:00:00,16466.79020688637
'00','total',2024-04-02 06:00:00,17534.883355822138
'00','total',2024-04-02 07:00:00,18390.3872050714
'00','total',2024-04-02 08:00:00,18662.96821549585
'00','total',2024-04-02 09:00:00,18767.485117726246
'00','total',2024-04-02 10:00:00,18749.422024973133
'00','total',2024-04-02 11:00:00,18711.036271200635
'00','total',2024-04-02 12:00:00,18548.15730885623
'00','total',2024-04-02 13:00:00,18572.87005494932
'00','total',2024-04-02 14:00:00,18513.520071637977
'00','total',2024-04-02 15:00:00,18336.38064038237
'00','total',2024-04-02 16:00:00,17984.502148647985
'00','total',2024-04-02 17:00:00,17646.911407490377
'00','total',2024-04-02 18:00:00,17508.41594851783
'00','total',2024-04-02 19:00:00,17440.9852820056
'00','total',2024-04-02 20:00:00,17058.453000884954
'00','total',2024-04-02 21:00:00,16717.908764211665
'00','total',2024-04-02 22:00:00,16244.096235747376
'00','total',2024-04-02 23:00:00,15878.933542762816
'00','total',2024-04-03 00:00:00,15040.441826711532
'00','total',2024-04-03 01:00:00,14931.124532370553
'00','total',2024-04-03 02:00:00,14894.195186111012
'00','total',2024-04-03 03:00:00,15044.948266947704
'00','total',2024-04-03 04:00:00,15473.006945738754
'00','total',2024-04-03 05:00:00,16367.217817854742
'00','total',2024-04-03 06:00:00,17714.572326709378
'00','total',2024-04-03 07:00:00,18552.25698730839
'00','total',2024-04-03 08:00:00,18741.11129835757
'00','total',2024-04-03 09:00:00,18830.763986833135
